realty_id,type,offer_type,square_meters,year_built,land_area,total_floors,floor,registered,heating_type,total_rooms,total_bathrooms,price,city,quarter
12610,kuca,prodaja,112.0,,,,,True,Centralno,4.0,,50000.0,Beograd,
12612,kuca,prodaja,140.0,,,,,True,,6.0,,155000.0,Beograd,Voždovac
12613,kuca,prodaja,210.0,,,,,True,Samostalno,5.0,,150000.0,Beograd,Rakovica
12614,kuca,prodaja,350.0,,,,,True,"Samostalno, Klima",6.0,,1100000.0,Beograd,Stari Grad
12617,kuca,prodaja,321.0,,,,,True,Samostalno,6.0,,140000.0,Beograd,Sremčica
12618,kuca,prodaja,240.0,2001,,,,True,Samostalno,5.0,,185000.0,Beograd,Rakovica
12621,kuca,prodaja,180.0,,,,,True,Samostalno,8.0,,190000.0,Beograd,Zvezdara
12622,kuca,prodaja,190.0,,,,,True,,7.0,,360000.0,Beograd,Voždovac
12623,kuca,prodaja,110.0,,,,,True,Klima,2.0,,100000.0,Novi Sad,Telep
12624,kuca,prodaja,64.0,,,,,True,,2.0,,100000.0,Žabalj,
12625,kuca,prodaja,117.0,,,,,True,Centralno,4.0,,85000.0,Beograd,
12626,kuca,prodaja,380.0,,,,,True,"Samostalno, Klima",7.0,,380000.0,Novi Sad,Telep
12627,kuca,prodaja,180.0,,,,,True,"Centralno, Klima",4.0,,90000.0,Beograd,Sremčica
12629,kuca,prodaja,400.0,,,,,True,Klima,4.0,,129000.0,Beograd,Sremčica
12631,kuca,prodaja,200.0,1982,,,,True,,5.0,,60000.0,Beograd,Grocka
12632,kuca,prodaja,200.0,,,,,True,"Centralno, Klima",7.0,,160000.0,Beograd,Surčin
12633,kuca,prodaja,280.0,1996,,,,True,,10.0,,250000.0,Beograd,Voždovac
12635,kuca,prodaja,600.0,,,,,True,,15.0,,200000.0,Novi Sad,
12636,kuca,prodaja,52.0,,,,,True,Samostalno,2.0,,35000.0,Beograd,Čukarica
12640,kuca,prodaja,128.0,,,,,True,Klima,6.0,,95000.0,Beograd,Zemun (Bačka)
12641,kuca,prodaja,200.0,,,,,True,,5.0,,120000.0,Beograd,Karaburma
12642,kuca,prodaja,380.0,,,,,True,Centralno,9.0,,325000.0,Beograd,Mirijevo I
12646,kuca,prodaja,232.0,,,,,True,,5.0,,60000.0,Beograd,Krnjača
12647,kuca,prodaja,306.0,,,,,True,,8.0,,135000.0,Bar,
12648,kuca,prodaja,230.0,,,,,True,"Centralno, Klima",4.0,,165000.0,Novi Sad,
12649,kuca,prodaja,66.0,,,,,True,Samostalno,4.0,,60000.0,Kopaonik,
12650,kuca,prodaja,77.0,,,,,True,Samostalno,3.0,,77000.0,Beograd,Surčin
12651,kuca,prodaja,320.0,,,,,True,Samostalno,5.0,,153000.0,Beograd,Voždovac
12653,kuca,prodaja,250.0,1991,,,,True,"Samostalno, Klima",8.0,,250000.0,Beograd,Mirijevo I
12654,kuca,prodaja,200.0,1997,,,,True,"Samostalno, Klima",5.0,,160000.0,Beograd,Zemun (Novi Grad)
12656,kuca,prodaja,160.0,1997,,,,True,Klima,6.0,,76000.0,Beograd,Zemun Polje
12657,kuca,prodaja,220.0,2009,,,,True,"Samostalno, Klima",5.0,,240000.0,Ulcinj,
12659,kuca,prodaja,190.0,,,,,True,,6.0,,420000.0,Beograd,Dedinje (RTV Pink)
12663,kuca,prodaja,250.0,1992,,,,True,"Samostalno, Klima",7.0,,205000.0,Beograd,Banjica
12664,kuca,prodaja,217.0,,,,,True,,5.0,,450000.0,Beograd,Senjak
12665,kuca,prodaja,186.0,1990,,,,True,Klima,5.0,,92000.0,Beograd,Leštane
12666,kuca,prodaja,300.0,,,,,True,"Centralno, Klima",11.0,,360000.0,Beograd,Sremčica
12667,kuca,prodaja,114.0,,,,,True,Samostalno,3.0,,93000.0,Beograd,Sremčica
12668,kuca,prodaja,222.0,,,,,True,,4.0,,110000.0,Beograd,Sremčica
12669,kuca,prodaja,430.0,2005,,,,True,"Samostalno, Klima",9.0,,860000.0,Beograd,Vračar (Centar)
12670,kuca,prodaja,160.0,,,,,True,"Samostalno, Klima",4.0,,137000.0,Beograd,Zemun (Ćukovac)
12671,kuca,prodaja,35.0,,,,,True,Klima,2.0,,42000.0,Beograd,Vračar (Centar)
12672,kuca,prodaja,60.0,,,,,True,Klima,3.0,,77000.0,Beograd,Zvezdara
12673,kuca,prodaja,450.0,,,,,True,"Samostalno, Klima",10.0,,370000.0,Beograd,Zvezdara
12674,kuca,prodaja,290.0,,,,,True,Klima,6.0,,150000.0,Novi Sad,
12675,kuca,prodaja,220.0,,,,,True,Samostalno,5.0,,67000.0,Zrenjanin,
12676,kuca,prodaja,150.0,,,,,True,,6.0,,65000.0,Beograd,Kaluđerica
12677,kuca,prodaja,83.0,,,,,True,,4.0,,66500.0,Kraljevo,
12678,kuca,prodaja,150.0,,,,,True,,4.0,,150000.0,Beograd,Batajnica
12679,kuca,prodaja,430.0,,,,,True,,7.0,,200000.0,Aranđelovac,
12682,kuca,prodaja,240.0,1988,,,,True,,4.0,,60000.0,Beograd,Grocka
12684,kuca,prodaja,600.0,2006,,,,True,"Samostalno, Klima",6.0,,395000.0,Beograd,Voždovac
12685,kuca,prodaja,160.0,,,,,True,Samostalno,5.0,,200000.0,Beograd,Višnjica
12686,kuca,prodaja,350.0,1996,,,,True,"Centralno, Klima",11.0,,490000.0,Beograd,Voždovac
12688,kuca,prodaja,200.0,,,,,True,"Samostalno, Klima",7.0,,112000.0,Beograd,Grocka
12692,kuca,prodaja,200.0,,,,,True,Centralno,4.0,,350000.0,Beograd,Dedinje (RTV Pink)
12693,kuca,prodaja,154.0,2009,,,,True,,3.0,,43000.0,Stara Pazova,
12694,kuca,prodaja,536.0,1995,,,,True,Samostalno,9.0,,500000.0,Beograd,Banjica
12695,kuca,prodaja,270.0,2012,,,,True,Klima,7.0,,230000.0,Beograd,Voždovac
12696,kuca,prodaja,450.0,,,,,True,"Centralno, Klima",8.0,,290000.0,Beograd,Batajnica
12697,kuca,prodaja,195.0,,,,,True,Samostalno,5.0,,139000.0,Beograd,Zemun (Nova Galenika)
12698,kuca,prodaja,234.0,,,,,True,,7.0,,198000.0,Beograd,Karaburma
12699,kuca,prodaja,100.0,,,,,True,Klima,3.0,,82000.0,Beograd,Zvezdara
12700,kuca,prodaja,85.0,,,,,True,Samostalno,3.0,,60000.0,Beograd,Zvezdara
12701,kuca,prodaja,330.0,2018,,,,True,"Samostalno, Klima",5.0,,350000.0,Beograd,Višnjička banja
12702,kuca,prodaja,600.0,2007,,,,True,"Samostalno, Klima",5.0,,460000.0,Beograd,Voždovac
12703,kuca,prodaja,74.0,,,,,True,"Samostalno, Klima",3.0,,109900.0,Beograd,Vračar (Centar)
12705,kuca,prodaja,340.0,,,,,True,,9.0,,750000.0,Beograd,Dedinje (RTV Pink)
12709,kuca,prodaja,310.0,1999,,,,True,"Centralno, Klima",8.0,,360000.0,Beograd,Žarkovo
12711,kuca,prodaja,90.0,1981,,,,True,,3.0,,39000.0,Beograd,
12712,kuca,prodaja,65.0,1970,,,,True,,2.0,,79100.0,Beograd,Batajnica
12713,kuca,prodaja,220.0,,,,,True,Samostalno,5.0,,65000.0,Zrenjanin,
12714,kuca,prodaja,165.0,,,,,True,,7.0,,36500.0,Beograd,Grocka
12719,kuca,prodaja,300.0,2005,,,,True,"Samostalno, Klima",4.0,,147500.0,Beograd,Krnjača
12720,kuca,prodaja,360.0,,,,,True,"Centralno, Klima",7.0,,92000.0,Beograd,Sremčica
12721,kuca,prodaja,500.0,,,,,True,,6.0,,250000.0,Beograd,Kaluđerica
12724,kuca,prodaja,300.0,1998,,,,True,Samostalno,9.0,,210000.0,Beograd,Voždovac
12726,kuca,prodaja,440.0,1993,,,,True,Samostalno,9.0,,69000.0,Beograd,Grocka
12727,kuca,prodaja,500.0,2002,,,,True,Samostalno,7.0,,1200000.0,Beograd,Senjak
12729,kuca,prodaja,150.0,1997,,,,True,"Samostalno, Klima",6.0,,130000.0,Beograd,Ledine
12731,kuca,prodaja,205.0,1990,,,,True,"Samostalno, Klima",6.0,,182000.0,Beograd,Zemun (Gardoš)
12734,kuca,prodaja,200.0,2000,,,,True,Klima,5.0,,280000.0,Beograd,Zemun (Gardoš)
12735,kuca,prodaja,140.0,,,,,True,"Samostalno, Klima",4.0,,110000.0,Beograd,Krnjača
12736,kuca,prodaja,50.0,2007,,,,True,Samostalno,3.0,,60000.0,Beograd,Voždovac
12738,kuca,prodaja,180.0,1969,,,,True,,4.0,,130000.0,Beograd,Voždovac
12742,kuca,prodaja,600.0,,,,,True,,12.0,,1250000.0,Beograd,Dedinje (RTV Pink)
12743,kuca,prodaja,161.0,2005,,,,True,Klima,5.0,,120000.0,Stara Pazova,
12744,kuca,prodaja,39.0,,,,,True,Samostalno,2.0,,89000.0,Beograd,Vračar (Centar)
12745,kuca,prodaja,50.0,,,,,True,,2.0,,55000.0,Beograd,
12746,kuca,prodaja,127.0,,,,,True,Klima,5.0,,320000.0,Novi Sad,Adamovićevo naselje
12747,kuca,prodaja,200.0,,,,,True,,12.0,,106000.0,Beograd,Voždovac
12749,kuca,prodaja,280.0,,,,,True,Klima,3.0,,320000.0,Novi Sad,Adamovićevo naselje
12750,kuca,prodaja,250.0,,,,,True,,2.0,,150000.0,Beograd,Voždovac
12751,kuca,prodaja,170.0,2009,,,,True,Klima,6.0,,185000.0,Beograd,Voždovac
12753,kuca,prodaja,150.0,1993,500.0,2.0,1.0,True,Centralno,5.0,2.0,58000.0,Užice,Dovarje
12754,kuca,prodaja,100.0,,1300.0,2.0,,True,,,,43000.0,Beograd,Avala
12756,kuca,prodaja,200.0,1990,600.0,1.0,1.0,True,,4.0,,295000.0,Beograd,Zvezdara
12758,kuca,prodaja,400.0,1990,400.0,,,True,Centralno,8.0,2.0,105000.0,Paraćin,
12759,kuca,prodaja,130.0,,8.25,2.0,,True,,3.0,1.0,55000.0,Paraćin,Gloždak
12760,kuca,prodaja,200.0,1993,10.5,2.0,1.0,True,Samostalno,4.0,1.0,,Kukujevci,
12762,kuca,prodaja,328.0,,,,,True,Centralno,6.0,,290000.0,Beograd,Višnjička banja
12764,kuca,prodaja,106.0,,,,,True,Samostalno,4.0,,93000.0,Beograd,Centar (uži)
12765,kuca,prodaja,106.0,,,,,True,Samostalno,4.0,,93000.0,Beograd,Čukarica
12766,kuca,prodaja,180.0,1970,,,,True,Samostalno,6.0,,210000.0,Beograd,Voždovac
12769,kuca,prodaja,225.0,,,,1.0,True,Centralno,5.0,,125000.0,Beograd,Centar (uži)
12770,kuca,prodaja,320.0,2003,,,,True,Samostalno,6.0,,420000.0,Beograd,Višnjica
12771,kuca,prodaja,96.0,1963,,,,True,Samostalno,4.0,,125000.0,Beograd,Banjica
12772,stan,prodaja,104.0,,,,,True,Samostalno,5.0,,60000.0,Beograd,Batajnica
12773,kuca,prodaja,180.0,1970,,,,True,Samostalno,6.0,,210000.0,Beograd,Braće Jerković
12774,kuca,prodaja,148.0,,,,1.0,True,Samostalno,4.0,,125000.0,Beograd,Centar (uži)
12775,kuca,prodaja,328.0,1991,,,,True,Centralno,6.0,,290000.0,Beograd,Višnjica
12777,kuca,prodaja,150.0,,1500.0,2.0,,True,Samostalno,4.0,2.0,22000.0,Topola (varošica),
12779,kuca,prodaja,96.0,,31.0,,,True,Samostalno,3.0,,18000.0,Voganj,
12780,kuca,prodaja,116.0,,,,,True,Samostalno,4.0,1.0,36000.0,Lešnica,
12781,kuca,prodaja,250.0,,,,,True,,4.0,1.0,25000.0,Perlez,
12782,kuca,prodaja,98.1,1975,5.0,2.0,1.0,True,Centralno,6.0,2.0,,Bela Palanka,
12783,kuca,prodaja,,,,,,True,"Samostalno, Klima",,3.0,350000.0,Kruševac,Centar
12784,kuca,prodaja,700.0,1990,2700.0,,,True,Samostalno,4.0,1.0,120000.0,Stara Pazova,
12786,kuca,prodaja,490.0,,,,,True,Klima,8.0,,170000.0,Beograd,Ledine
12815,kuca,prodaja,320.0,,337.0,4.0,,True,Klima,11.0,7.0,350000.0,Dobra Voda,
12788,kuca,prodaja,252.0,,,,,True,,5.0,,212000.0,Beograd,Mirijevo I
12831,kuca,prodaja,384.0,,308.0,,,True,,,6.0,270000.0,Niš,Duvanište
12790,kuca,prodaja,300.0,,,,,True,Klima,5.0,,150000.0,Beograd,Sremčica
12791,kuca,prodaja,79.0,1962,,,,True,Samostalno,3.0,,135000.0,Beograd,Novi Beograd Blok 49
12792,kuca,prodaja,31.0,,,,,True,,1.0,,29000.0,Beograd,Zvezdara
12838,kuca,prodaja,200.0,,10.0,2.0,,True,Samostalno,7.0,2.0,,Zlatibor,Vodice
12794,kuca,prodaja,240.0,,,,,True,Klima,5.0,,179000.0,Beograd,Žarkovo
12795,kuca,prodaja,95.0,,,,,True,,4.0,,200000.0,Beograd,Batajnica
12797,kuca,prodaja,245.0,,3.5,4.0,,True,Centralno,7.0,,450000.0,Beograd,Voždovac
12798,kuca,prodaja,141.0,,540.0,2.0,,True,,,,40000.0,Pirot,Centar
12799,kuca,prodaja,120.0,,2000.0,1.0,,True,Samostalno,2.0,1.0,25000.0,Šljivovica,
12801,kuca,prodaja,39.0,,,,,True,,,,56650.0,Sremski Karlovci,Banstol
12802,kuca,prodaja,44.0,,1154.0,,,True,Samostalno,2.0,,44000.0,Ripanj,
12803,kuca,prodaja,94.0,,,,,True,,,,35000.0,Žabalj,
12804,kuca,prodaja,115.0,,252.0,,,True,,,,247200.0,Novi Sad,Lipov gaj
12805,kuca,prodaja,150.0,,400.0,2.0,,True,,8.0,2.0,150000.0,Sutomore,
12807,kuca,prodaja,200.0,2010,200.0,,,True,Samostalno,6.0,3.0,110000.0,Beograd,Miljakovac III
12809,kuca,prodaja,724.0,,11518.0,,,True,,,,463500.0,Titel,
12810,kuca,prodaja,350.0,,,,,True,,,,1030000.0,Kać,
12811,kuca,prodaja,350.0,,1386.0,,,True,Centralno,5.0,,1030000.0,Kać,
12812,kuca,prodaja,380.0,1980,12000.0,1.0,,True,Centralno,12.0,4.0,,Kać,
12813,kuca,prodaja,560.0,,17.0,1.0,,True,Centralno,6.0,2.0,210000.0,Pavlovci,
12817,kuca,prodaja,,1964,,,,True,,3.0,1.0,,Pančevo,Gornji grad Margita
12819,kuca,prodaja,161.0,1996,,,,True,Samostalno,6.0,,88000.0,Beograd,Železnik
12822,kuca,prodaja,248.0,2011,854.0,1.0,,True,"Centralno, Klima",4.0,2.0,250000.0,Inđija,
12823,stan,prodaja,95.0,,,,,True,,3.0,,67000.0,Niš,Palilula
12824,kuca,prodaja,230.0,,,,,True,Samostalno,6.0,,260000.0,Beograd,Zemun (Meandri)
12825,kuca,prodaja,37.0,,,,,True,Samostalno,,,42000.0,Zlatibor,Centar
12826,kuca,prodaja,850.0,1900,,,,True,Samostalno,3.0,0.0,89500.0,Novi Sad,
12827,kuca,prodaja,75.0,1973,,,,True,,,,95000.0,Beograd,Košutnjak
12828,kuca,prodaja,140.0,1980,,,,True,Samostalno,4.0,,49900.0,Beograd,Grocka
12829,kuca,prodaja,110.0,,,,,True,Klima,3.0,,107000.0,,
12830,kuca,prodaja,120.0,,,,,True,,,,15000.0,Svrljig,
12832,kuca,prodaja,180.0,,340.0,3.0,,True,"Podno, Samostalno, Klima",4.0,,695000.0,Tivat,
12833,kuca,prodaja,400.0,,650.0,3.0,,True,"Podno, Samostalno",5.0,,1450000.0,Budva,
12835,kuca,prodaja,170.0,,4.0,2.0,,True,"Samostalno, Klima",5.0,2.0,,Leskovac,
12836,kuca,izdavanje,80.0,2000,,1.0,1.0,True,Centralno,2.0,1.0,260.0,Subotica,Centar 3
12837,kuca,prodaja,708.0,,2626.0,,,True,,,,1339000.0,Novi Sad,Telep
12850,kuca,prodaja,350.0,,8.0,3.0,,True,"Centralno, Podno, Samostalno",7.0,,250001.0,Kragujevac,Aerodrom
12873,kuca,prodaja,156.0,,5.0,2.0,,True,Centralno,4.0,2.0,135000.0,Perućac,
12844,kuca,prodaja,366.0,,,,,True,"Samostalno, Klima",7.0,,499990.0,Beograd,Zemun (Kalvarija)
12845,kuca,prodaja,114.0,,,,,True,,5.0,,45000.0,Beograd,Grocka
12847,kuca,prodaja,,1968,,,,True,,4.0,,11000.0,Novi Bečej,
12848,kuca,prodaja,190.0,,361.0,,,True,,,,215000.0,Sremska Kamenica,Paragovo
12849,kuca,prodaja,220.0,,800.0,,,True,,,,257500.0,Sremska Kamenica,Tatarsko brdo
12851,kuca,prodaja,85.0,,443.0,,,True,,,,144200.0,Novi Sad,Salajka
12852,kuca,prodaja,174.0,,344.0,,,True,,,,92700.0,Novi Sad,Klisa
12853,kuca,prodaja,,,,,,True,,,,,Lazarevac,
12854,kuca,prodaja,179.0,,450.0,,,True,,,,113300.0,Novi Sad,Klisa
12855,kuca,prodaja,296.0,,4500.0,,,True,Samostalno,,,247200.0,Kać,
12856,kuca,prodaja,360.0,2005,360.0,,,True,"Centralno, Klima",,,65000.0,Vršac,
12858,kuca,prodaja,220.0,,,,,True,Samostalno,3.0,,85000.0,Brzi Brod,
12860,kuca,prodaja,270.0,,,,,True,,,,645000.0,Zlatibor,Đurkovac
12866,kuca,prodaja,298.0,,455.0,1.0,,True,,4.0,,110000.0,Novi Banovci,
12869,kuca,prodaja,270.0,,3.0,2.0,,True,Centralno,6.0,2.0,79500.0,Kragujevac,Aerodrom
12870,kuca,prodaja,204.0,,,,,True,Podno,,,128750.0,Novi Sad,Adice
12871,kuca,prodaja,175.0,,960.0,1.0,,True,Centralno,6.0,,164800.0,Sremska Kamenica,Popovica
12872,kuca,prodaja,,,94000.0,,,True,,,1.0,18000.0,Čačak,Centar
12874,kuca,prodaja,202.0,,688.0,,,True,Samostalno,5.0,,155000.0,Veternik,Veternička rampa
12875,kuca,prodaja,150.0,,5.0,2.0,,True,,6.0,,59900.0,Kragujevac,Ćava
12877,kuca,prodaja,100.0,2015,1000.0,1.0,1.0,True,,4.0,1.0,,Zlatibor,Vodice
12878,kuca,prodaja,230.0,,8.0,2.0,,True,Centralno,7.0,,200000.0,Zlatibor,Golija
12879,kuca,prodaja,70.0,,1.3,1.0,,True,Samostalno,1.0,1.0,15000.0,Smederevska Palanka,
12880,kuca,prodaja,110.0,,,,,True,Samostalno,4.0,1.0,18000.0,Bačko Dobro Polje,
12882,kuca,prodaja,211.0,,,,,True,Klima,5.0,,70000.0,Beograd,
12883,kuca,prodaja,24.0,,,,,True,,1.0,,13500.0,Bečej,
12884,kuca,prodaja,88.0,,,,,True,Klima,3.0,,50000.0,Novi Sad,
12885,kuca,prodaja,56.0,,,,,True,,3.0,,51000.0,Beograd,Zvezdara
12886,kuca,prodaja,200.0,,,,,True,Klima,4.0,,195000.0,Beograd,Banovo brdo
12887,kuca,prodaja,412.0,2015,,,,True,Samostalno,5.0,,1.0,Beograd,Avala
12888,kuca,prodaja,60.0,,,,,True,,5.0,,25000.0,Beograd,
12889,kuca,prodaja,162.0,,,,,True,Klima,5.0,,160000.0,Novi Sad,Petrovaradin
12890,kuca,prodaja,43.0,,,,,True,,2.0,,29000.0,Novi Sad,Sajam
12891,stan,prodaja,57.0,,,1.0,,True,,3.0,1.0,35000.0,Niš,Medijana
12894,kuca,prodaja,959.0,2002,,,,True,,10.0,,800000.0,Beograd,Voždovac
12895,kuca,prodaja,130.0,,,,,True,Klima,4.0,,38000.0,Beograd,
12896,kuca,prodaja,230.0,,,,,True,,3.0,,27000.0,Beograd,
12897,kuca,prodaja,135.0,,,,,True,,5.0,,16000.0,Beograd,
12899,kuca,prodaja,205.0,,,,,True,"Samostalno, Klima",5.0,,330000.0,Beograd,Karaburma
12900,kuca,prodaja,219.0,,,,,True,,4.0,,220000.0,Novi Sad,Podbara
12901,kuca,prodaja,175.0,2007,,,,True,"Samostalno, Klima",5.0,,160000.0,Beograd,Surčin
12902,kuca,prodaja,120.0,,,,,True,,4.0,,60000.0,Novi Sad,Salajka
12904,kuca,prodaja,70.0,,,,,True,,3.0,,100000.0,Novi Sad,Salajka
12905,kuca,prodaja,200.0,,,,,True,Samostalno,5.0,,119000.0,Beograd,Surčin
12906,kuca,prodaja,166.0,,,,,True,"Samostalno, Klima",5.0,,300000.0,Novi Sad,Socijalno
12907,kuca,prodaja,70.0,,,,,True,,2.0,,39900.0,Beograd,Lipovačka šuma
12909,kuca,prodaja,450.0,,,,,True,Klima,8.0,,249000.0,Beograd,Grocka
12910,kuca,prodaja,70.0,,,,,True,Samostalno,3.0,,59000.0,Irig,
12911,kuca,prodaja,100.0,,,,,True,,3.0,,22000.0,Beograd,Grocka
12913,kuca,prodaja,405.0,,,,,True,"Samostalno, Klima",7.0,,299000.0,Beograd,Voždovac
12914,kuca,prodaja,75.0,,,,,True,"Samostalno, Klima",4.0,,112500.0,Beograd,Zvezdara
12915,kuca,prodaja,196.0,,,,,True,"Centralno, Klima",5.0,,230000.0,Beograd,Žarkovo
12916,kuca,prodaja,210.0,,,,,True,Klima,6.0,,150000.0,Irig,
12917,kuca,prodaja,90.0,,,,,True,Centralno,4.0,,14500.0,Beograd,Čukarica
12919,kuca,prodaja,150.0,,,,,True,Klima,5.0,,150000.0,Novi Sad,Adice
12920,kuca,prodaja,75.0,,,,,True,Klima,3.0,,27500.0,Beograd,
12921,kuca,prodaja,74.0,,,,,True,Klima,2.0,,110000.0,Beograd,Zvezdara
12922,kuca,prodaja,84.0,,,,,True,,4.0,,65000.0,Beograd,Sremčica
12923,kuca,prodaja,85.0,,10800.0,1.0,,True,,3.0,1.0,38000.0,Bogatić,
12924,kuca,prodaja,84.0,,162.0,,,True,,3.0,,16500.0,Kovin,
12925,kuca,prodaja,123.0,1982,5.0,2.0,,True,Samostalno,4.0,2.0,60000.0,Kruševac,Centar
12926,kuca,prodaja,200.0,,,,,True,Samostalno,3.0,,100000.0,Beograd,
12927,kuca,prodaja,130.0,,,,,True,"Samostalno, Klima",5.0,,85000.0,Aranđelovac,
12928,kuca,prodaja,111.0,1964,,,,True,"Samostalno, Klima",4.0,,118000.0,Beograd,Zemun (Novi Grad)
12953,kuca,prodaja,130.0,,8.0,1.0,,True,,8.0,2.0,33000.0,Crepaja,
12931,kuca,prodaja,177.0,,,,,True,,5.0,,90000.0,Beograd,Leštane
12932,kuca,prodaja,200.0,,,,,True,Klima,8.0,,140000.0,Beograd,Batajnica
12933,kuca,prodaja,240.0,,,,,True,Klima,6.0,,176000.0,Beograd,Zvezdara
12961,kuca,prodaja,115.0,,2.0,1.0,,True,Centralno,5.0,,400000.0,Beograd,Vračar (Hram)
12935,kuca,prodaja,521.0,,,,,True,Samostalno,12.0,,255000.0,Beograd,Rakovica
12936,kuca,prodaja,400.0,,,,,True,,5.0,,520000.0,Bar,
12937,kuca,prodaja,240.0,1991,,,,True,,5.0,,82000.0,Smederevo,
12938,kuca,prodaja,100.0,,,,,True,,4.0,,65000.0,Novi Sad,Telep
12939,kuca,prodaja,870.0,,,,,True,,5.0,,580000.0,Beograd,Batajnica
12940,kuca,prodaja,130.0,,,,,True,,4.0,,28000.0,Plandište,
12968,kuca,prodaja,200.0,,400.0,3.0,,True,,5.0,,180000.0,Lapčići,
12943,kuca,prodaja,133.0,,,,,True,,6.0,,95000.0,,Srbija
12946,kuca,prodaja,210.0,,,,,True,,8.0,,90000.0,Stara Pazova,
12947,kuca,prodaja,200.0,,,,,True,Klima,6.0,,250000.0,Novi Sad,
12949,kuca,prodaja,250.0,,6000.0,3.0,,True,,9.0,3.0,,Zadar,
12950,kuca,prodaja,220.0,,,,,True,,,,18500.0,Šabac,Agroindustrijska zona
12951,kuca,prodaja,80.0,,566.0,,,True,Samostalno,4.0,1.0,80000.0,Mladenovac (varoš),
12952,kuca,prodaja,190.0,,840.0,1.0,,True,Samostalno,3.0,1.0,34000.0,Mislođin,
12954,kuca,prodaja,208.0,,550.0,2.0,,True,Centralno,6.0,2.0,63000.0,Kikinda,Centar
12955,kuca,prodaja,,,,2.0,,True,Centralno,,2.0,62000.0,Užice,Bele zemlje
12956,kuca,prodaja,100.0,,20.0,,,True,,3.0,,,Gornji Milanovac,
12958,kuca,prodaja,120.0,,,,,True,Samostalno,6.0,,115000.0,Beograd,Zemun (Gornji grad)
12959,kuca,prodaja,150.0,1980,282.0,2.0,,True,Centralno,4.0,2.0,129000.0,Veliko Gradište,
12960,kuca,prodaja,226.0,,,1.0,,True,Centralno,6.0,,439000.0,Beograd,Vračar (Centar)
12962,kuca,prodaja,105.0,,,,,True,,,,80340.0,Sremska Kamenica,Popovica
12963,kuca,prodaja,162.0,,1150.0,,,True,Centralno,6.0,2.0,,Zrenjanin,
12964,kuca,prodaja,230.0,1980,300.0,2.0,,True,Centralno,5.0,3.0,265000.0,Beograd,Zvezdara
12965,kuca,prodaja,250.0,,18.0,2.0,,True,Samostalno,8.0,2.0,150000.0,Sremska Kamenica,Popovica
12967,kuca,prodaja,350.0,2001,,,,True,,,,96500.0,Smederevska Palanka,
12969,kuca,prodaja,350.0,,4.0,,,True,,,,53000.0,Paraćin,Gloždak
12971,kuca,prodaja,86.0,,564.0,,,True,,,,100000.0,Novi Sad,Somborski bulevar
12972,stan,prodaja,,,,1.0,,True,,,2.0,,Kraljevo,Centar
12973,kuca,prodaja,231.0,,,,,True,,,,82400.0,Novi Sad,Centar
12974,kuca,prodaja,170.0,,540.0,,,True,,,,92700.0,Novi Sad,Adice
12975,kuca,prodaja,136.0,,706.0,,,True,,,,92700.0,Novi Sad,Klisa
12976,kuca,prodaja,619.0,,959.0,3.0,,True,Centralno,12.0,,170000.0,Pančevo,Centar
12979,kuca,prodaja,70.0,,130.0,1.0,,True,Samostalno,4.0,1.0,,Živkovci,
12980,kuca,prodaja,186.0,,322.0,2.0,,True,Samostalno,5.0,,159990.0,Beograd,Farmaceutski fakultet
12981,kuca,prodaja,,,50.0,1.0,,True,Samostalno,4.0,1.0,40000.0,Kamendol,
12983,kuca,prodaja,124.0,,,,1.0,True,,3.0,,257500.0,Petrovaradin,
12984,kuca,prodaja,294.0,,376.0,,,True,,,,149350.0,Novi Sad,Petrovaradin
12988,kuca,prodaja,222.0,,1574.0,2.0,,True,Centralno,6.0,,123600.0,Čerević,
12986,kuca,prodaja,170.0,,,,,True,Samostalno,,2.0,,Kraljevo,
12992,kuca,prodaja,300.0,2002,300.0,,,True,,10.0,4.0,120000.0,Dobra Voda,
12989,kuca,prodaja,250.0,1987,1040.0,1.0,1.0,True,,8.0,1.0,,Bačka Topola,
12990,kuca,prodaja,120.0,,473.0,,,True,,4.0,,89900.0,Novi Sad,Slana bara
12991,kuca,prodaja,220.0,,,,,True,Centralno,,,550000.0,Beograd,Dedinje (Beli dvor)
12993,kuca,prodaja,141.0,1980,,,1.0,True,Samostalno,4.0,1.0,60000.0,Prijepolje,Vakuf
12994,kuca,prodaja,150.0,,2.0,1.0,1.0,True,Samostalno,5.0,2.0,34500.0,Brus,
12995,kuca,prodaja,200.0,1998,,1.0,1.0,True,,4.0,3.0,68000.0,Surduk,
13009,kuca,prodaja,340.0,,1.0,,,True,Centralno,6.0,,430000.0,Beograd,Bežanijska kosa I
12997,kuca,prodaja,125.0,,4.0,2.0,,True,Samostalno,5.0,2.0,42000.0,Velika Plana,
12998,kuca,prodaja,418.0,,,,,True,"Centralno, Podno, Samostalno",,,488020.0,Sremska Kamenica,Popovica
12999,kuca,prodaja,265.0,,500.0,,,True,,,,129000.0,Veternik,Veternička rampa
13000,kuca,prodaja,64.0,,388.0,,,True,Centralno,,,36720.0,Beška,
13001,kuca,prodaja,210.0,,5.0,2.0,,True,,5.0,,29900.0,Kragujevac,Ilićevo
13002,kuca,prodaja,89.0,,632.0,,,True,,,,65000.0,Sremska Kamenica,Čardak
13003,kuca,prodaja,89.0,,400.0,,,True,,,,92700.0,Novi Sad,Klisa
